"title";"buyer_price";"hammer_price";"link";"id";"status";"sold";"end_date";"description";"filling_date";"cask_number";"distillery";"year_distilled";"age";"cask_type";"original_litres_alcohol";"original_bulk_litres";"original_strength";"regauged_litres_alcohol";"regauged_bulk_litres";"regauged_strength"
"1 Refill Butt Of Ben Nevis 1996 - Cask 1459 - Held In Bond";14950;13000;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-refill-butt-of-ben-nevis-1996-cask-1459-held-in-bond&mproductId=8440442847396&sort_by=p1766765112";"365";"Winning Bid";TRUE;17716;"One cask of Ben Nevis Single Malt Scotch Whisky. Distilled 1996. Originally filled on 21/10/1996 into a Refill Butt with 314.7 Litres of Alcohol / 494 Bulk Litres. This cask was regauged on 11/05/2018. The new regauged litres were found to be approximately 329.50 Bulk litres at a strength of 55.5%. This would currently yield approximately 470 x 70cl bottles of whisky currently at 22 years old This cask is held in bond. Annual storage fees apply per annum and must be arranged direct with the Warehouse after the sale. Contact details will be given by the current cask owner. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from bond / bottling will be the responsibility of the new cask owner. Once payment for this lot is received from the buyer, the money will be held by Whisky Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected, (payment is strictly by money transfer). Non UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. We can assist you in getting a UK representative if required. Whisky Online Auctions Tasting Notes: Ben Nevis cask 1459 Colour: Gold Nose: Aromatically similar to its sister cask although 1459 moves more in the direction of syrupy sweetness; golden syrup, icing sugar, treacle, coconut - even a touch of rancio. There is a more plain, straightforward earthiness as well, and some denser, darker fruits such as sultanas and prunes. Globally though this is a similarly fat, characterful and aromatically rich style. Palate: Heather ale, fragrant waxes, soot, green banana, ripe melon, guava and dried mango. Some pineapple chunks, toasted sunflower seeds, trail mix, damp earthen floored cellars, aged sweet wines. Again the profile is similar to the sister cask - the differences lie in the subtle, tertiary deviations in flavour. The quality overall is equal and the texture is similarly oily, syrupy and fat with these rather glistening fruit aspects. Finish: Long, more spice driven, slightly dryer, coal dust, a mineral aspect and some notes of meat and leather in the aftertaste. Comments: The same conclusion can be reached about cask 1459: this is a cask which is in top condition now but should maintain this quality - or even surpass it - over the next 3-6 years. The kind of characterful, distinctive - and valuable - malt whisky that very few distilleries are producing these days.";NA;"Cask No: 1459";"Distillery: Ben Nevis";"Distilled: 1996";"Age: 22 years old";"Cask Type: Refill Butt.";"Original Filled: Litres of Alcohol 314.7";NA;NA;"New re-gauged: 11/05/2018 - 184.15 litres of Alcohol";"New re-gauged 329.50 Bulk Litres";"Current Cask Strength: 55.5%"
"1 First Fill Hogshead Of Tobermory 1996 - Cask 438 - Held In Bond";14605;12700;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-first-fill-hogshead-of-tobermory-1996-cask-438-held-in-bond&mproductId=8440443666596&sort_by=p1766765112";"215";"Winning Bid";TRUE;17807;"One cask of Tobermory Single Malt Scotch Whisky distilled 1996. Originally filled on 21/06/1996 into a First Fill Hogshead with 238 bulk Litres. This cask was regauged on 08/08/2018. The new regauged litres were found to be approximately 177 Bulk litres at a strength of 53.5%. This would currently yield approximately 252 x 70cl bottles of whisky currently at 22 years old. This cask is held at Deanston Distillery Scotland. Annual storage fees currently stand at £1.05 per week and must be arranged directly with the Warehouse after the sale. Contact details will be given by the current cask owner. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from bond / bottling will be the responsibility of the new cask owner. Once payment for this lot is received from the buyer, the money will be held by Whisky Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected, (payment is strictly by money transfer). Non UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs &amp; Excise refer to the owners as the representatives.Please be aware of this regulation before bidding. We can assist you in getting a UK representative if required. Whisky Online Auctions Tasting Notes: Tobermory Cask #39 Colour: White Wine Nose: A fresh and surprisingly medicinal Tobermory. Lots of bandages, oatmeal, linen, ointments, sourdough and a rather taught salinity. Leans towards a mineral profile with time. Some notes of hessian, lamp oil and coal smoke emerge. Surprisingly clean and characterful. Some salty porridge notes along with lemon peel and baking soda. Very good! Palate: Chalky minerals, white stone fruits and lemon oils at first. A rather even texture and notes of olive oil, rice crackers, oatcakes, lime zest and lychee syrup. This medicinal side comes through again in the form of throat sweets and cough medicine. A soothing, mentholated quality emerges. Some hints of mouthwash, soda bread and herbal ointments. Finish: Long, lemony, yeasty, earthy and slightly brittle with these mineral notes of beach pebbles, crushed sea shells, sand and mustard powder. Rather powerful in fact, with a sustained, herbal aftertaste. Comments: A really excellent, characterful Tobermory. Devoid of any of this distillery's usual problematic cardboard or overly mashy or grainy notes. This is lean, medical, muscular and well-defined. The kind of cask which is ready to bottle now and should prove a delightful and surprising dram to most drinkers.";NA;"Cask No: 438";"Distillery: Tobermory";"Distilled: 1996";"Age: 22 years old";"Cask Type: First Fill Hogshead.";"Original Filled: Litres of Alcohol 158.30 @ 63.4% needs doing Original Bulk Litres 238 @ 53.5%";"Original Filled: Litres of Alcohol 158.30 @ 63.4% needs doing Original Bulk Litres 238 @ 53.5%";"Original Filled: Litres of Alcohol 158.30 @ 63.4% needs doing Original Bulk Litres 238 @ 53.5%";"New re-gauged: 08/08/2018 - 94.8 litres of Alcohol";"New re-gauged 177 Bulk Litres";"Current Cask Strength: 53.5%"
"1 Hogshead Of Bruichladdich 2003 - 21 year Old - Cask 132 - Held In Bond";14030;12200;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-hogshead-of-bruichladdich-2003-21-year-old-cask-132-held-in-bond&mproductId=8755890749604&sort_by=p1766765112";"0624-100";"Winning Bid";TRUE;19942;"One cask of Bruichladdich Single Malt Scotch Whisky distilled on the 12/05/2003 currently maturing at Bruichladdich Distillery in Scotland. Annual storage fees currently stand at £36.29 per year and the new owner must make arrangements directly with the warehouse after the sale. Contact details will be given by the current cask owner. This cask was re-gauged on the 14/06/24. The new re-gauged litres were found to be approximately 145 bulk litres at a strength of 57.3%. This would currently yield approximately 207 x 70cl bottles of cask strength whisky, currently at 21 years old. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from the bond or bottling will be the responsibility of the new cask owner. Once payment for this Lot is received from the buyer, the money will be held by Whisky-Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected. Payment is strictly by bank transfer. Non-UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. We can assist you in getting a UK representative if required. Whisky-Online Auctions Tasting Notes: Nose: Islay’s Bruichladdich Distillery reopened in 2001 and few distilleries can claim to have enjoyed such a successful reintroduction to the Whisky world. Pioneering the idea of “Progressive Highland Distilling” this cask of unpeated ‘Laddie, distilled in 2003, comfortably takes its place among some of the most popular vintages of the distillery’s modern era. With a pronounced fruit driven nose pear drops and tarte du citron, topped with coconut icing and vanilla fudge blanketing luxuriously. Before porridge oats and Chantilly cream act soften to balance the aromatic experience. Slender inflections of cinnamon, ginger, milk chocolate, lime zest and panettone engage and disguise a far of sea fog. Palate: We’re going deep, with bitter and gooey dark chocolate fondant and strong dry spice from cracked black pepper, syrupy pears with lime zest give way to signature Bruichladdich “hot pebbles on a sandy beach”, undeniably indicative of the make and vintage. Coal dust, orange chews and juicy grapefruit act as binding agents and promote the promise of a lavish encore. Finish: A long and righteous memory of the nose and palate. Pears in syrup and tinned pineapples sprinkled with cinnamon and nutmeg, give way to salt baked seabass with a big wedge of lemon and underlying fruit salad for an age. This cask is essence of unpeated Bruichladdich, evocative of everything the distillery set out to achieve, and equally at home on the gantry of a high-end restaurant or sipping with your feet dangling off the pier at Port Charlotte at dusk.";"Originally filled: 12/05/2003";"Cask number: 132";"Distillery: Bruichladdich";NA;"Current age: 21 years old";"Cask type: Hogshead";"Original filled with: 144.7 litres of alcohol at 71.5%";"Original bulk litres: 201";"Original filled with: 144.7 litres of alcohol at 71.5%";NA;"New re-gauged bulk litres: 145";"Current cask strength 57.3%"
"1 Fresh Bourbon Barrel Of Bruichladdich 2004 - 20 Year Old - Cask 639 - Held In Bond";12880;11200;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-fresh-bourbon-barrel-of-bruichladdich-2004-20-year-old-cask-639-held-in-bond&mproductId=15007821169021&sort_by=p1766765112";"0125-535";"Winning Bid";TRUE;20138;"One cask of Bruichladdich Single Malt Scotch Whisky distilled in 2004 currently maturing at Bruichladdich Distillery in Scotland. Annual storage fees currently stand at £36.29 per year and the new owner must make arrangements directly with the warehouse after the sale. Contact details will be given by the current cask owner. This cask was re-gauged 08/01/2025. The new re-gauged litres were found to be approximately 142 bulk litres at a strength of 59.3%. This would currently yield approximately 202 x 70cl bottles of cask strength whisky, currently at 20 years old. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from the bond or bottling will be the responsibility of the new cask owner. Once payment for this Lot is received from the buyer, the money will be held by Whisky-Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected. Payment is strictly by bank transfer. Non-UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. We can assist you in getting a UK representative if required. Whisky-Online Auctions Tasting Notes: Nose: Pronounced classic Islay from bourbon. Wafts of smoke mingling with vanillas, estery pear drops and spiced pastry.  Unctuous Pasteis de nata, cinnamon buns and pear tarts directly out of a coal fired oven. Some sharpness from lemon and lime curd. All sprinkled with a sweet smoke which dissipates with a pleasant sea breeze on a grassy beach… Palate: Alive and vibrant, lemon on a warm coal scuttle with freshly milled black pepper and barbequed sea bass (charred crispy skin to boot). Dry spice in the form of mase and clove down the centre of the palate with warm baking spices outlying. Finish: Long and dry. Peat smoke with the return of black pepper making way for lemon once more. Comments: A classic illustration of peated Bruichladdich. Spirit dominant, even in its early twenties, this 2004 vintage has the potential to further develop into a even more well composed whisky with time.";"Originally filled: 30/6/2004";"Cask number: 639";"Distillery: Bruichladdich";NA;"Current age: 20 years old";"Cask type: Fresh Bourbon Barrel";"Original filled with: 141.4 litres of alcohol";"Original bulk Litres: 197 litres";NA;NA;"New re-gauged bulk litres: 142 litres";"Current cask strength: 59.3%"
"1 Hogshead Of Isle Of Jura 1992 - Cask 5488 - Held In Bond";12765;11100;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-hogshead-of-isle-of-jura-1992-cask-5488-held-in-bond&mproductId=8638576296100&sort_by=p1766765112";"1257";"Winning Bid";TRUE;17534;"One cask of Isle Of Jura Single Malt Scotch Whisky. Distilled 1992. Originally filled into a Hogshead. This cask was regauged on 22/08/2017. The regauged litres were found to be approximately 138.39 Bulk litres at a strength of 49.6%. This would currently yield approximately 197 x 70cl bottles of whisky currently at 25 years old. This cask is held in bonded warehouse No 6; Isle of Jura Scotland. Annual storage must be arranged direct with the Warehouse after the sale. Contact details will be given by the current cask owner. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from bond / bottling will be the responsibility of the new cask owner. Once payment for this lot is received from the buyer, the money will be held by Whisky Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected, (payment is strictly by money transfer). Non UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. Whisky Online Auctions Tasting Notes Cask 5488: Colour: Light gold Nose: This one is more savoury at first, more bready and yeasty with pleasing and warm notes of toasted seeds, trail mix, nuts, olive oil and soot. Some earthy and ever so slightly waxy qualities emerge as well with a little time. Goes on with some green fruits and darjeeling tea. Palate: Savoury again on delivery. More nuts, seeds, coal, wet earth, gravel, muesli, cereals and crushed oatcakes. A little saltiness and some delicate wood spices. Goes on with camphor resin, cured meats and touches of black olive paste and umami seasoning. Finish: Medium-long and full of spices, grass, minerals, some citrus notes and a gently fading coastal character. Comments: Probably the best of the four Jura casks. And also the one with the most future staying power. Although, my feeling is it would not really take more than a further two years maturation and that it could quite easily be bottled now or in the next few months.";NA;"Cask No: 5488";"Distillery: Isle Of Jura";"Distilled: 1992";"Age: 25 years old";"Cask Type: Hogshead";NA;"Original Filled on 21/10/1992 With: 238 Bulk Litres";NA;NA;"Re-gauged: 22/08/2017 - 138.39 Bulk litres";"Cask Strength: 49.6% ABV"
"1 Fresh Bourbon Barrel Of Port Charlotte 2004 - Cask 969 - Held In Bond";10695;9300;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-fresh-bourbon-barrel-of-port-charlotte-2004-cask-969-held-in-bond&mproductId=8638574493860&sort_by=p1766765112";"315";"Winning Bid";TRUE;17380;"One cask of Port Charlotte Islay Malt Scotch Whisky, originally purchased direct from Bruichladdich by the current owners, Distilled 2004. Originally filled with 203 bulk litres at 70.4% into a fresh bourbon barrel This cask was regauged in July 2017. The regauged Litres Of Alcohol were found to be approximately 162 bulk litres at a strength of 53.9%. This would currently yield approximately 231 x 70cl bottles of whisky currently at 12 years old • This cask is held in bond. under the care of Bruichladdich at Port Charlotte warehouse Isle of Islay Scotland. Annual storage or removal must be arranged direct with the Warehouse or others after the sale. contact details will be given by the current cask owner, current warehousing is £20 per year. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from bond / bottling will be the responsibility of the new cask owner. Once payment for this lot is received from the buyer the money will be held by Whisky Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask certificate to ensure buyer's transaction is fully protected, (payment is strictly by money transfer). After last month's rather staggering success of the two 1993 Macallan casks, we're delighted to have another very interesting and desirable bonded cask of whisky up for auction. This time it's a 2004 Port Charlotte. These Port Charlottes were sold back in 2001 - 2005 for what now looks like bargain basement prices. Very few of them have sold on the secondary 'open' market before, with most of the cask sales taking place privately before now. So this should be an interesting experiment to find mature, bonded Port Charlotte's current market value. Below are the assessment of the cask's current qualities. The sample tasted was drawn from the cask's most recent gauging. Whisky Online Auctions Tasting Notes: Port Charlotte 2004. Cask 969. Bourbon. Colour: Gold Nose: Bonfire smoke, wood ash, lots of briny and dense coastal characteristics and tertiary notes of iodine, mercurochrome, TCP and ink. The medical and coastal characteristics are both powerful but in balance and the overall impression is one of good maturity and potency. This is a BIG Islay whisky. With a little breathing there are some more typical farmyard aspects which I find typify many early 2000s Port Charlottes of this age. Notes of hay, silage, some drying seaweed, old rope and kelp. There is a sense of building and increasing complexity with time and air. Palate: The arrival is quite intense and brings with it a sense of incense and smouldering wood. This quickly passes to reveal some notes of lemon oil and lemon zest, vanilla cream, smoked fish and a broad spectrum of medical complexities. There is also an underlying spiciness that adds balance to the natural sweetness of the distillate. Overall the texture is quite fat and oily, there is a 'meatiness' about it which alludes to chewing smoked mussels in brine. With water: lemon juice, sea salt, fresh oysters and more of these briny aspects mixed with a nice olive oil quality. Perhaps some herbal aspects as well, suggestions of dried rosemary and more kelp notes. With water: The farmyard aspects really come to dominate now. More earthiness, notes of bark, black olives and an eventual drift back towards medicine. Quite excellent! Impressions: This is a well-matured Port Charlotte from a clean and nicely balanced cask which has matured the distillate well without ever overshadowing or dominating the spirit. There is a strong sense of distillery identity and a natural 'charisma' about the distillate. These triumvirate Port Charlotte qualities of seashore, medicine and farmyard are all present and nicely balanced which leads to a complex, intriguing and delicious dram. This could easily be bottled now but should also continue to improve quite comfortably for at least another 3-4 years in bond. I would expect it to show particularly well at around 18 - 20 years of age.";NA;"Cask No: 969";"Distillery: Bruichladdich";"Distilled: 2004";"Age: 12 years old";"Cask Type: Fresh Bourbon Barrel";NA;NA;NA;NA;"Re-gauged July /2017-162 litres";"Strength: 53.9% ABV"
"1 Hogshead Of Isle Of Jura 1992 - Cask 5490 - Held In Bond";8970;7800;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-hogshead-of-isle-of-jura-1992-cask-5490-held-in-bond&mproductId=8638570004644&sort_by=p1766765112";"1258";"Winning Bid";TRUE;17534;"One cask of Isle Of Jura Single Malt Scotch Whisky. Distilled 1992. Originally filled into a Hogshead. This cask was regauged on 22/08/2017. The regauged litres were found to be approximately 120.46 Bulk litres at a strength of 47.4%. This would currently yield approximately 172 x 70cl bottles of whisky currently at 25 years old This cask is held in bonded warehouse No 6; Isle of Jura Scotland. Annual storage must be arranged direct with the Warehouse after the sale. Contact details will be given by the current cask owner. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from bond / bottling will be the responsibility of the new cask owner. Once payment for this lot is received from the buyer, the money will be held by Whisky Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected, (payment is strictly by money transfer). Non UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s.Please be aware of this regulation before bidding. Whisky Online Auctions Tasting Notes Cask 5490: Colour: White wine. Nose: The same kind of slightly brittle, mineral and white stone fruit structure. Delicately saline, buttery and full of cereal qualities and herbal aspects. Some sea greens, toasted sesame seeds, heather beer and a touch of cornflour. Some lime juice and wet pebbles. Palate: Quite oily this one. Peppery and with a slightly more textured fruitiness. Goes towards coal hearths, old boiler sheds and graphite. Quite drying with notes of freshly baked seed bread, sunflower oil, grass and wet rocks. Still a fragile coastal seam throughout. Finish: Good length. A little lactic, some notes of yoghurt, edible flowers, grist, a faded wood smoke and some camphor. Comments: Another solid mid-aged Jura. Again ideal for bottling now or in the next 12 months.";NA;"Cask No: 5490";"Distillery: Isle Of Jura";"Distilled: 1992";"Age: 25 years old";"Cask Type: Hogshead";NA;"Original Filled on 21/10/1992 With: 231 Bulk Litres";NA;NA;"Re-gauged: 22/08/2017 - 120.46 Bulk litres";"Cask Strength: 47.4% ABV"
"1 Hogshead Of Isle Of Jura 1992 - Cask 5486 - Held In Bond";8855;7700;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-hogshead-of-isle-of-jura-1992-cask-5486-held-in-bond&mproductId=8638567415972&sort_by=p1766765112";"1255";"Winning Bid";TRUE;17534;"One cask of Isle Of Jura Single Malt Scotch Whisky. Distilled 1992. Originally filled into a Hogshead. This cask was regauged on 22/08/2017. The regauged litres were found to be approximately 121.02 Bulk litres at a strength of 47.1%. This would currently yield approximately 172 x 70cl bottles of whisky currently at 25 years old This cask is held in bonded warehouse No 6; Isle of Jura Scotland. Annual storage must be arranged direct with the Warehouse after the sale. Contact details will be given by the current cask owner. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from bond / bottling will be the responsibility of the new cask owner. Once payment for this lot is received from the buyer, the money will be held by Whisky Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected, (payment is strictly by money transfer). Non UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. Whisky Online Auctions Tasting Notes Cask 5486: Colour: Light gold Nose: Yellow flowers, beer yeast, some coal smoke, wet grains, camphor and a touch of waxiness. Some coastal character as well with these slightly mineral and sea breezy aspects. A delicate, but well poised and elegant nose. Perhaps some motor oil and graphite after a while as well. Palate: Green peppercorns, dried herbs, some fresh butter and parsley, an array of crushed spices including star anise, some cut grass and lemon rind as well. Quite lively and fresh on the palate. Goes on with more floral notes, citrus and chamomile. Finish: Medium length. With a slight acidic tang, some fruits, yeasty sourdough notes, white flowers, minerals and a little sootiness. Comments: A solid and expressive example of Jura. Ideal for bottling within the next year given the strength.";NA;"Cask No: 5486";"Distillery: Isle Of Jura";"Distilled: 1992";"Age: 25 years old";"Cask Type: Hogshead";NA;"Original Filled on 21/10/1992 With: 235 Bulk Litres";NA;NA;"Re-gauged: 22/08/2017 - 121.02 Bulk litres Cask Strength: 47.1% ABV";"Re-gauged: 22/08/2017 - 121.02 Bulk litres Cask Strength: 47.1% ABV"
"1 Hogshead Of Bruichladdich 1993 - Cask 1641 - Held In Bond";8165;7100;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-hogshead-of-bruichladdich-1993-cask-1641-held-in-bond&mproductId=8638564073636&sort_by=p1766765112";"538";"Winning Bid";TRUE;17653;"One cask of Bruichladdich Single Malt Scotch Whisky. Distilled 1993. Originally filled on 07/05/1993 into a Hogshead with 168.4 Litres of Alcohol. This cask was regauged on 25/10/2017. The new regauged litres were found to be approximately 77.4 Bulk litres at a strength of 42.6%. This would currently yield approximately 110 x 70cl bottles of whisky currently at 24 years old This cask is held in bond. Annual storage fees apply per annum and must be arranged direct with the Warehouse after the sale. Contact details will be given by the current cask owner. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from bond / bottling will be the responsibility of the new cask owner. Once payment for this lot is received from the buyer, the money will be held by Whisky Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected, (payment is strictly by money transfer). Non UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. We can assist you in getting a UK representative if required. Whisky Online Auctions Tasting Notes: Bruichladdich cask 1641 Colour: White wine Nose: As is common with lower natural cask strength malts, this has a superb freshness about it. A light green fruitiness, some notes of crushed nettle, bath salts, minerals and wet pebbles. Underneath, with a little breathing time, there are notes of pine needle, light cereals and parsley butter. Touches of citrus throughout. Palate: Surprisingly creamy. Vanilla foam with banana syrup, cocoanut milk, pink candy floss and strawberry wine. The greener fruit qualities you’d expect from Bruichladdich emerge with a little time. Notes of gooseberry wine, elderflower jam and some drying salty notes such as sandalwood and tea tree oil at the back. Finish: Good length. Full of lighter cereals, lemon oil, barley water and some notes of green olive and turmeric adding an earthy element in the aftertaste. Comments: An extremely fresh and drinkable Bruichladdich. Very much an afternoon kind of whisky. The lower strength does not hinder the texture or overtly enhance the tannin, rather it helps elevate the softer cereal and citrus fruit tones throughout the whisky. A cask that demands to be bottled imminently due to the strength, but will yield a highly enjoyable and approachable dram.";NA;"Distilled: 1993 Age: 25 years old Cask No: 1641";"Distillery: Bruichladdich";"Distilled: 1993 Age: 25 years old Cask No: 1641";"Distilled: 1993 Age: 25 years old Cask No: 1641";"Cask Type: Hogshead.";"Original Filled: Litres of Alcohol 168.4";NA;NA;"New re-gauged: 25/10/2017 - 33.0 litres of Alcohol";"New re-gauged 77.4 Bulk Litres Current Cask Strength: 42.6%";"New re-gauged 77.4 Bulk Litres Current Cask Strength: 42.6%"
"1 Sherry Hogshead Of Tullibardine 2005 - Cask 267 - Held In Bond";6095;5300;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-sherry-hogshead-of-tullibardine-2005-cask-267-held-in-bond&mproductId=8638562336932&sort_by=p1766765112";"103";"Winning Bid";TRUE;17870;"One cask of Tullibardine Single Malt Scotch Whisky. Distilled 2005. Originally filled on 14/06/2005 into a Sherry Hogshead with 250 bulk Litres. This cask was regauged on 11/09/2018. The regauged litres were found to be approximately 215.0 Bulk litres at a strength of 58.4%. This would currently yield approximately 307 x 70cl bottles of whisky currently at 13 years old This cask is held at Tullibardine Scotland. Annual storage must be arranged direct with the Warehouse after the sale. Contact details will be given by the current cask owner. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from bond / bottling will be the responsibility of the new cask owner. Once payment for this lot is received from the buyer, the money will be held by Whisky Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected, (payment is strictly by money transfer). Non UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. We can assist you in getting a UK representative if required. Whisky Online Auctions Tasting Notes: Tullibardine Cask #267 Colour: Deep amber / polished rosewood. Nose: This one feels very much about the cask at first nosing. Lots of sweetened black tea, jasmine, tea tree oils, creme de menthe, black pepper and cured meats. Thick, fatty, earthy and with plenty hessian and coal dust. There's also toasted oak, ripe banana, milk chocolate, walnuts and mixed dark fruits soaked in cognac. Quite excellent. Palate: Big, thick, resinous and sweet sherry. Lots of coco, walnuts, strawberry wine, gingerbread, lemon thyme, espresso, bovril and damp sack cloth. Some wee touches of treacle, salty old oloroso and rancio as well. It's really the sherry that does the talking with this one but it's an excellent and characterful - and most importantly clean - style of sherry so it works very well. Finish: Long, earthy, gingery, spicy and ultimately syrupy, sweet and slightly mentholated. Comments: An excellent, clean and richly flavoured sherry cask which has served this Tullibardine well. Would continue to mature well for at least another decade.";NA;"Cask No: 267";"Distillery: Tullibardine";"Distilled: 2005";"Age: 13 years old";"Cask Type: Sherry Hogshead";"Original Filled: Litres of Alcohol 165 @ 63.5% Original Bulk Litres 250 @ 63.5%";"Original Filled: Litres of Alcohol 165 @ 63.5% Original Bulk Litres 250 @ 63.5%";"Original Filled: Litres of Alcohol 165 @ 63.5% Original Bulk Litres 250 @ 63.5%";"New re-gauged: 11/09/2018 - 126.1 litres of Alcohol";"New re-gauged: 215.0 Bulk Litres Current Cask Strength: 58.4%";"New re-gauged: 215.0 Bulk Litres Current Cask Strength: 58.4%"
